art_label,produktbereich_name,produktbereich_label,amount,time_year,produktgruppe_name,produktgruppe_label
Aufwand,10,Bauen und Wohnen,12355265,2013,1003,"Wohnraumförderung, Wohnungserhaltung u. -pflege, Hilfen für Wohnungssuchende"
Ertrag,10,Bauen und Wohnen,15552100,2013,1004,Bereitstellung und Bewirtschaftung von Wohnraum
Aufwand,10,Bauen und Wohnen,42292713,2013,1004,Bereitstellung und Bewirtschaftung von Wohnraum
Ertrag,10,Bauen und Wohnen,428274,2013,1005,Leistungen zur Vermeidung von Obdachlosigkeit
Aufwand,10,Bauen und Wohnen,9895154,2013,1005,Leistungen zur Vermeidung von Obdachlosigkeit
Ertrag,11,Ver- und Entsorgung,85991508,2013,1101,Ver- und Entsorgung
Aufwand,11,Ver- und Entsorgung,7547021,2013,1101,Ver- und Entsorgung
Ertrag,12,"Verkehrsflächen und -anlagen, ÖPNV",60212464,2013,1201,"Straßen, Wege, Plätze"
Aufwand,12,"Verkehrsflächen und -anlagen, ÖPNV",176070121,2013,1201,"Straßen, Wege, Plätze"
Ertrag,12,"Verkehrsflächen und -anlagen, ÖPNV",74947630,2013,1202,"Brücken, Tunnel, Stadtbahn, ÖPNV"
Aufwand,12,"Verkehrsflächen und -anlagen, ÖPNV",134646685,2013,1202,"Brücken, Tunnel, Stadtbahn, ÖPNV"
Ertrag,13,Natur- und Landschaftspflege,1718619,2013,1301,"Öffentliches Grün, Wald- und Forstwirtschaft, Erholungsanlagen"
Aufwand,13,Natur- und Landschaftspflege,46368308,2013,1301,"Öffentliches Grün, Wald- und Forstwirtschaft, Erholungsanlagen"
Ertrag,13,Natur- und Landschaftspflege,221213,2013,1302,Wasser und Wasserbau
Aufwand,13,Natur- und Landschaftspflege,12721977,2013,1302,Wasser und Wasserbau
Ertrag,13,Natur- und Landschaftspflege,20432407,2013,1303,Friedhöfe
Aufwand,13,Natur- und Landschaftspflege,21151495,2013,1303,Friedhöfe
Ertrag,14,Umweltschutz,2123428,2013,1401,"Umweltordnung, -vorsorge"
Aufwand,14,Umweltschutz,12423211,2013,1401,"Umweltordnung, -vorsorge"
Ertrag,15,Wirtschaft und Tourismus,90284810,2013,1501,Wirtschaft und Tourismus
Aufwand,15,Wirtschaft und Tourismus,34553553,2013,1501,Wirtschaft und Tourismus
Ertrag,16,Allgemeine Finanzwirtschaft,2239427355,2013,1601,Allgemeine Finanzwirschaft
Aufwand,16,Allgemeine Finanzwirtschaft,586995700,2013,1601,Allgemeine Finanzwirschaft
Ertrag,17,Stiftungen,56400,2013,1701,Stiftungen zur Förderung des Musikstudiums
Aufwand,17,Stiftungen,39600,2013,1701,Stiftungen zur Förderung des Musikstudiums
Ertrag,17,Stiftungen,31400,2013,1702,Stiftung zur Förderung des Schul- und Ausbildungswesens
Aufwand,17,Stiftungen,17100,2013,1702,Stiftung zur Förderung des Schul- und Ausbildungswesens
Ertrag,17,Stiftungen,1067300,2013,1703,Waisenhausstiftung
Aufwand,17,Stiftungen,750500,2013,1703,Waisenhausstiftung
Ertrag,17,Stiftungen,429100,2013,1704,Altersstiftung
Aufwand,17,Stiftungen,258900,2013,1704,Altersstiftung
Ertrag,17,Stiftungen,2125800,2013,1705,Wohnungsstiftungen
Aufwand,17,Stiftungen,1655600,2013,1705,Wohnungsstiftungen
Ertrag,17,Stiftungen,915000,2013,1706,Stiftung Dr. Dormagen-Guffanti
Aufwand,17,Stiftungen,617100,2013,1706,Stiftung Dr. Dormagen-Guffanti
Ertrag,17,Stiftungen,247400,2013,1707,Gemeinsamer Hospitalstiftungsfonds
Aufwand,17,Stiftungen,145100,2013,1707,Gemeinsamer Hospitalstiftungsfonds
Ertrag,17,Stiftungen,3800,2013,1708,Büchereistiftung
Aufwand,17,Stiftungen,1300,2013,1708,Büchereistiftung
Ertrag,17,Stiftungen,595400,2013,1709,Stiftung Johann-Heinrich Claren
Aufwand,17,Stiftungen,346700,2013,1709,Stiftung Johann-Heinrich Claren
Ertrag,17,Stiftungen,19300,2013,1710,Stiftung Dr. Eduard Schreibers
Aufwand,17,Stiftungen,10500,2013,1710,Stiftung Dr. Eduard Schreibers
Ertrag,17,Stiftungen,5400,2013,1711,Emilie-Kühner-Stiftung
Aufwand,17,Stiftungen,2400,2013,1711,Emilie-Kühner-Stiftung
Ertrag,17,Stiftungen,43500,2013,1712,Gemeinsame Stiftungen Geschwister Abelen und Karl Bau
Aufwand,17,Stiftungen,27300,2013,1712,Gemeinsame Stiftungen Geschwister Abelen und Karl Bau
Ertrag,17,Stiftungen,141700,2013,1713,Hermann-Frank-Fonds
Aufwand,17,Stiftungen,66300,2013,1713,Hermann-Frank-Fonds
Ertrag,17,Stiftungen,105100,2013,1714,Stiftung für in Not geratene Einwohner der Stadt Köln
Aufwand,17,Stiftungen,56600,2013,1714,Stiftung für in Not geratene Einwohner der Stadt Köln
Ertrag,17,Stiftungen,178400,2013,1715,Guilleaume-Stiftung St. Antoniusheim
Aufwand,17,Stiftungen,123200,2013,1715,Guilleaume-Stiftung St. Antoniusheim
Ertrag,17,Stiftungen,6500,2013,1716,Krankenhausstiftung Worringen
Aufwand,17,Stiftungen,4700,2013,1716,Krankenhausstiftung Worringen
Ertrag,17,Stiftungen,4300,2013,1717,Gustav-von-Mevissen-Stiftung
Aufwand,17,Stiftungen,2300,2013,1717,Gustav-von-Mevissen-Stiftung
Ertrag,17,Stiftungen,4100,2013,1718,Stiftung Feldotto
Aufwand,17,Stiftungen,2100,2013,1718,Stiftung Feldotto
Ertrag,17,Stiftungen,19800,2013,1719,Stiftung Faßbender
Aufwand,17,Stiftungen,10300,2013,1719,Stiftung Faßbender
Ertrag,17,Stiftungen,15300,2013,1720,Dr. Wilhelm und Gisela Fuß-Stiftung
Aufwand,17,Stiftungen,8100,2013,1720,Dr. Wilhelm und Gisela Fuß-Stiftung
Ertrag,17,Stiftungen,36000,2013,1721,Stiftung Dick
Aufwand,17,Stiftungen,19100,2013,1721,Stiftung Dick
Ertrag,17,Stiftungen,7500,2013,1722,Stiftung Friedrich Damm
Aufwand,17,Stiftungen,3800,2013,1722,Stiftung Friedrich Damm
Ertrag,17,Stiftungen,22500,2013,1723,Stiftung Mathilde Groll
Aufwand,17,Stiftungen,11800,2013,1723,Stiftung Mathilde Groll
Ertrag,17,Stiftungen,27300,2013,1724,Gerda und Manfred Ulbrich-Stiftung
Aufwand,17,Stiftungen,14200,2013,1724,Gerda und Manfred Ulbrich-Stiftung
Ertrag,18,Bezirksorientierte Mittel,0,2013,1801,Bezirksorientierte Mittel
Aufwand,18,Bezirksorientierte Mittel,0,2013,1801,Bezirksorientierte Mittel
